Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,2006-11,2007-08,9,-0.6356735229492188,0.4595047513821977,-0.143522024154663,-1.6120903307012502,0.8210344285840954,0.0242632329703332,0.1789655714159046,0.3301200224515019,0.4026983138923494,0.3301200224515019,0.0685143118185575,106.2130675315857,1639.4666940569878,2631.8517760038376,19489.173305511475
NMME ensemble mean,2006-12,2007-01,1,0.8154544830322266,0.6724314928464441,0.3186444342136383,-2.000093852316626,0.7748915416860346,0.1273710171470058,0.2251084583139654,0.3820103125454026,0.1472292961372361,0.3820103125454026,0.0750338054058342,784.1971501111984,1155.9811479449272,4216.615984320641,17709.91056072712
NMME ensemble mean,2006-12,2007-02,2,0.2691860198974609,0.6404531590824046,0.1498844623565673,-1.7992622012445922,0.7523653201382816,0.1034143336667717,0.2476346798617184,0.3197941538578024,0.1708074059253676,0.3197941538578024,0.0884642673886056,681.6993405222893,1659.155047595501,4251.068765580654,17274.78168940544
NMME ensemble mean,2006-12,2007-03,3,-0.0139369964599609,0.5314917823403464,-0.0169373881071805,-2.3692562740353997,0.7868340385749113,0.0473632967305994,0.2131659614250887,0.2358433861400402,0.148565318764975,0.2358433861400402,0.0632679571060877,252.94432109594345,1336.2189412117004,3751.3501427173615,18526.19143807888
NMME ensemble mean,2006-12,2007-04,4,-0.0791549682617187,0.593991232440237,0.1300877034664154,-1.812254193536723,0.825576412331424,0.0701519297277824,0.1744235876685759,0.3054585324636759,0.1384597712455869,0.3054585324636759,0.0620226962660224,314.06916892528534,1237.9437522292135,2924.9725323319435,19389.719389617443
NMME ensemble mean,2006-12,2007-05,5,-0.3253612518310547,0.5345372541032605,0.0815811082720756,-1.8025502571553749,0.8503200418219012,0.0514323659699308,0.1496799581780987,0.1471178385357326,0.1908439745209596,0.1471178385357326,0.0534084831470697,193.6976342201233,1101.3241844773293,2471.043198287487,20100.639826118942
NMME ensemble mean,2006-12,2007-06,6,-0.079010009765625,0.4175207076817295,-0.1701796799898147,-1.344632120675096,0.8100881305756754,0.022997622798411,0.1899118694243246,0.1670447447751058,0.1668983036126355,0.1670447447751058,0.0809985787321052,106.69201004505156,2011.4356435537336,2521.134890198708,19227.442299306396
NMME ensemble mean,2006-12,2007-07,7,-0.3571453094482422,0.5010244214608741,-0.0157806649804115,-1.148709661031032,0.8164368429975516,0.0498625971734857,0.1835631570024483,0.2783309409772593,0.2012003867404203,0.2783309409772593,0.0854294837183204,229.91455280780792,2020.401977658272,2360.645710587501,19255.742602050304
NMME ensemble mean,2006-12,2007-08,8,-0.6356735229492188,0.5371841400478334,-0.0709880962967872,-1.2880795034803594,0.8432338074328962,0.0307820759461036,0.1567661925671037,0.2775639703558235,0.2379943595622369,0.2775639703558235,0.0685143118185575,118.82869869470596,1626.8510628938675,2114.641384482384,20006.38369703293
NMME ensemble mean,2006-12,2007-09,9,-1.032480239868164,0.5777040269713521,0.2206262350082397,-0.6966774763438801,0.869187047590477,0.0977646245715816,0.1308129524095229,0.4594777457378889,0.4069620427170772,0.4594777457378889,0.077099480740092,338.30241310596466,1663.5019643306732,1458.5721604824066,20406.32830518484
NMME ensemble mean,2007-01,2007-02,1,0.2691860198974609,0.7033531694091611,0.2820890247821808,-1.5830702295040688,0.7714905845336051,0.1364941931650327,0.2285094154663948,0.3035284380875917,0.1457075965837304,0.3035284380875917,0.0884642673886056,862.0758418440819,1478.7785462737083,3974.988226532936,17550.86222845316
NMME ensemble mean,2007-01,2007-03,2,-0.0139369964599609,0.581000367943346,0.1115110367536544,-2.2891418524710767,0.7919027143620219,0.0696109861692877,0.2080972856379781,0.2258524095711725,0.1048488432799093,0.2258524095711725,0.0632679571060877,371.5969070792198,1217.566355228424,3749.0301397442818,18528.51144105196
NMME ensemble mean,2007-01,2007-04,3,-0.0791549682617187,0.6194528305874987,0.2113251835107803,-1.8512215520187365,0.8231595516920049,0.0878428870033107,0.176840448307995,0.2978125466121116,0.0933583759979696,0.2978125466121116,0.0620226962660224,406.4536435604096,1145.5592775940895,3075.039506494999,19239.652415454388
NMME ensemble mean,2007-01,2007-05,4,-0.3253612518310547,0.5488756643621853,0.0410127490758895,-2.044794982935797,0.837382118467591,0.045607421221975,0.1626178815324089,0.1424051580583245,0.1610983364304354,0.1424051580583245,0.0534084831470697,185.4681006073952,1109.5537180900574,2771.5992626547813,19800.08376175165
NMME ensemble mean,2007-01,2007-06,5,-0.079010009765625,0.4356631990941167,-0.1714213043451309,-1.6507470668839417,0.7852932550041041,0.02769363395773,0.2147067449958959,0.1658816181348095,0.1530540149529072,0.1658816181348095,0.0809985787321052,145.9536527991295,1972.174000799656,3152.1685098409653,18596.40867966413
NMME ensemble mean,2007-01,2007-07,6,-0.3571453094482422,0.5309202207685695,-0.0250067114830017,-1.468782858702253,0.7890931549684274,0.054796839454386,0.2109068450315727,0.2715970692145141,0.1723117725581943,0.2715970692145141,0.0854294837183204,291.8189445734024,1958.4975858926773,3075.1538338661194,18541.234478771687
NMME ensemble mean,2007-01,2007-08,7,-0.6356735229492188,0.5420202717099658,-0.0520323067903518,-1.7568614164510596,0.8111155372727218,0.0403777380549134,0.1888844627272782,0.2819660618178929,0.1523444924004124,0.2819660618178929,0.0685143118185575,189.68385583162308,1555.9959057569504,2952.053815603256,19168.971265912056
NMME ensemble mean,2007-01,2007-09,8,-1.032480239868164,0.6147309408932718,0.1864566355943679,-1.1752338165751677,0.8322906022537659,0.0956589494814388,0.167709397746234,0.3944786792564268,0.134283445371874,0.3944786792564268,0.077099480740092,423.3925614953041,1578.4118159413338,2424.258879482746,19440.6415861845
NMME ensemble mean,2007-01,2007-10,9,-1.2368717193603516,0.3714670821992287,-0.2326886057853698,-1.2115854363790488,0.8435999114379464,0.0104218474643307,0.1564000885620535,0.3756934372668837,0.3395099410923393,0.3756934372668837,0.0707185379273079,39.311903297901154,1772.1273757219317,1960.627375423908,20094.638188660145
NMME ensemble mean,2007-02,2007-03,1,-0.0139369964599609,0.6404128648919821,0.2399282157421112,-0.9422315251194024,0.8771189791786542,0.0942742782214789,0.1228810208213458,0.2291726666289046,0.0889110348800081,0.2291726666289046,0.0632679571060877,305.26273250579834,1283.9005298018456,1648.864524960518,20628.677055835724
NMME ensemble mean,2007-02,2007-04,2,-0.0791549682617187,0.6783131765100274,0.2175095379352569,-0.7992763935822194,0.8884040267422258,0.0841238068069163,0.1115959732577741,0.3060887811294615,0.1223715609045928,0.3060887811294615,0.0620226962660224,244.6375582814217,1307.3753628730774,1356.0527925491333,20958.639129400253
NMME ensemble mean,2007-02,2007-05,3,-0.3253612518310547,0.5838690295895335,0.0566802807152271,-1.0842302807870663,0.8886844221739716,0.0403902697212849,0.1113155778260284,0.1408553292552484,0.1687201364306624,0.1408553292552484,0.0534084831470697,111.8228399157524,1183.1989787817,1473.5370616316795,21098.145962774757
NMME ensemble mean,2007-02,2007-06,4,-0.079010009765625,0.4615442276975987,-0.1974034607410431,-1.120022385138053,0.8282811999235699,0.0157553147291987,0.1717188000764301,0.1698992552828621,0.1379044546971089,0.1698992552828621,0.0809985787321052,65.60460305213928,2052.523050546646,2045.8388668894768,19702.738322615623
NMME ensemble mean,2007-02,2007-07,5,-0.3571453094482422,0.5406878158723357,0.0391696877777576,-0.9091087424386312,0.8369058257713358,0.0563167526092663,0.1630941742286642,0.2613086611909878,0.1799527420400992,0.2613086611909878,0.0854294837183204,232.2962875962257,2018.020242869854,1874.500275075436,19741.88803756237
NMME ensemble mean,2007-02,2007-08,6,-0.6356735229492188,0.5678999045727593,-0.0286530591547489,-0.9371298443421748,0.8672788818117063,0.0316416412375134,0.1327211181882936,0.2614621047627003,0.2272295260279489,0.2614621047627003,0.0685143118185575,103.50358456373216,1642.1761770248413,1525.4395772218704,20595.58550429344
NMME ensemble mean,2007-02,2007-09,7,-1.032480239868164,0.6466353049472912,0.2528534233570099,-0.5420855903521369,0.881106001727072,0.1043670281303652,0.118893998272928,0.3500214173144185,0.2229611522648889,0.3500214173144185,0.077099480740092,330.6630277633667,1671.1413496732712,1166.4666147232056,20698.43385094404
NMME ensemble mean,2007-02,2007-10,8,-1.2368717193603516,0.390760325528303,-0.2288361936807632,-0.9318807329470808,0.8633802191160465,0.0077544969668201,0.1366197808839535,0.3722432277410537,0.1759916773097941,0.3722432277410537,0.0707185379273079,25.48241227865219,1785.9568667411804,1474.707119345665,20580.558444738388
NMME ensemble mean,2007-02,2007-11,9,-1.5905475616455078,0.4173828912297238,-0.1246422454714775,-1.4386667921479162,0.8539442764643765,0.0203017044122201,0.1460557235356234,0.3925780251611138,0.3180251303896763,0.3925780251611138,0.0598916276737344,72.23558437824249,1416.200355410576,2069.6684888601303,20308.600414454937
NMME ensemble mean,2007-03,2007-04,1,-0.0791549682617187,0.7713929139889033,0.4725338220596313,-0.7630008587033432,0.8906539332239058,0.1758834405578682,0.1093460667760941,0.3000095820473064,0.0592804270771946,0.3000095820473064,0.0620226962660224,556.9701750278473,995.0427461266518,1614.687555372715,20700.00436657667
NMME ensemble mean,2007-03,2007-05,2,-0.3253612518310547,0.6483053943000457,0.1527525186538696,-1.240442982351254,0.8803413387351224,0.0626249062387535,0.1196586612648775,0.1405951770576345,0.1241456434878156,0.1405951770576345,0.0534084831470697,190.79644590616223,1104.2253727912905,1751.6325775384903,20820.050446867943
NMME ensemble mean,2007-03,2007-06,3,-0.079010009765625,0.4850188364600341,-0.1525644063949585,-0.9649257612830426,0.8408438060219736,0.0184768885774622,0.1591561939780263,0.1729152707233832,0.1335497065634838,0.1729152707233832,0.0809985787321052,71.50630170106888,2046.6213518977163,1751.9125537276268,19996.664635777477
NMME ensemble mean,2007-03,2007-07,4,-0.3571453094482422,0.5382684571192454,0.0467925406992435,-0.8453614624126511,0.8423517229924025,0.0561422701366316,0.1576482770075975,0.2575279599195443,0.1739099947989473,0.2575279599195443,0.0854294837183204,223.80259788036344,2026.513932585716,1736.0309637784958,19880.35734885931
NMME ensemble mean,2007-03,2007-08,5,-0.6356735229492188,0.5503300245064408,-0.0110175954177975,-0.8742383851379409,0.8715878468583493,0.0334507539133561,0.1284121531416507,0.2431228355650215,0.2417985766610778,0.2431228355650215,0.0685143118185575,106.0670558810234,1639.61270570755,1425.1622515916824,20695.86282992363
NMME ensemble mean,2007-03,2007-09,6,-1.032480239868164,0.6485056138507466,0.2461259365081787,-0.5559618448953965,0.8800361497071693,0.1023013625050396,0.1199638502928307,0.3377146034671115,0.2078319157566272,0.3377146034671115,0.077099480740092,326.2824467420578,1675.52193069458,1187.619876086712,20677.280589580536
NMME ensemble mean,2007-03,2007-10,7,-1.2368717193603516,0.40441495329777,-0.1918444037437439,-0.8920476121438685,0.8661971591803315,0.0101690862939457,0.1338028408196685,0.3715553899823668,0.1723749507247112,0.3715553899823668,0.0707185379273079,32.807921409606934,1778.6313576102257,1414.8015514016151,20640.46401268244
NMME ensemble mean,2007-03,2007-11,8,-1.5905475616455078,0.4406793163876004,-0.1595340967178344,-1.1865391833654528,0.8690446093358448,0.0137002807754321,0.1309553906641551,0.3950557863787902,0.1876247649537658,0.3950557863787902,0.0598916276737344,43.414659678936005,1445.0212801098824,1680.452376484871,20697.8165268302
NMME ensemble mean,2007-03,2007-12,9,-1.5828304290771484,0.4155647913099592,-0.2044807225465774,-2.1492950900345487,0.8199854403234029,0.0159720806301092,0.1800145596765971,0.3100525260229961,0.3081379897715921,0.3100525260229961,0.0571602706415873,69.73553997278214,1337.214784681797,2959.1395785808563,19500.61493986845
NMME ensemble mean,2007-04,2007-05,1,-0.3253612518310547,0.6929773450406461,0.2707066237926483,-1.0616090600103067,0.8898925872625932,0.0923103271555538,0.1101074127374067,0.1504847299239347,0.0976291046163551,0.1504847299239347,0.0534084831470697,267.2525858283043,1027.7692328691485,1600.131887972355,20971.55113643408
NMME ensemble mean,2007-04,2007-06,2,-0.079010009765625,0.524321674285252,-0.1070765554904937,-0.8706319560987545,0.848481470225143,0.0227803156805846,0.151518529774857,0.1606054259930941,0.1790667219896912,0.1606054259930941,0.0809985787321052,84.29964417219162,2033.8280094265936,1582.4200189709663,20166.15717053413
NMME ensemble mean,2007-04,2007-07,3,-0.3571453094482422,0.5764875084303156,0.0743053704500198,-0.7403833338601067,0.8513199503163618,0.0595866009799708,0.1486800496836382,0.2566765478850911,0.1985981206225492,0.2566765478850911,0.0854294837183204,224.84071826934812,2025.475812196732,1523.027049660683,20093.361262977123
NMME ensemble mean,2007-04,2007-08,4,-0.6356735229492188,0.5989136109868837,0.0362474881112575,-0.8793660861177999,0.871236525954503,0.0431904418702094,0.128763474045497,0.2472655313371086,0.2188289705407318,0.2472655313371086,0.0685143118185575,138.72262233495712,1606.9571392536163,1466.2026903629303,20654.822391152386
NMME ensemble mean,2007-04,2007-09,5,-1.032480239868164,0.6827502351592848,0.2817005217075348,-0.5282613132164229,0.8821718463158427,0.115542658791648,0.1178281536841573,0.3400183435339357,0.1873325081671954,0.3400183435339357,0.077099480740092,367.3728020787239,1634.431575357914,1177.738190829754,20687.16227483749
NMME ensemble mean,2007-04,2007-10,6,-1.2368717193603516,0.4484631663085131,-0.1627710461616516,-0.8770638098241954,0.8672567917729705,0.0126564401714739,0.1327432082270294,0.371805548789317,0.1556045174259082,0.371805548789317,0.0707185379273079,40.61140781641007,1770.8278712034223,1397.315099477768,20657.950464606285
NMME ensemble mean,2007-04,2007-11,7,-1.5905475616455078,0.5009486173320805,-0.1188637167215347,-1.1492780373657374,0.8712762400187565,0.0177078316891926,0.1287237599812435,0.3951313677859743,0.1860177314809807,0.3951313677859743,0.0598916276737344,55.38292425870896,1433.0530155301094,1639.1589702367785,20739.10993307829
NMME ensemble mean,2007-04,2007-12,8,-1.5828304290771484,0.4302944087444292,-0.1288342922925949,-1.7362130714859272,0.8435973203008154,0.021183566981144,0.1564026796991846,0.3072121121049449,0.2094025518653548,0.3072121121049449,0.0571602706415873,80.78569960594177,1326.1646250486374,2406.65196800232,20053.102550446987
NMME ensemble mean,2007-04,2008-01,9,-1.5992717742919922,0.3975988225651952,-0.2204933911561966,-2.1658794673116595,0.7756156965912258,0.0214968045914226,0.2243843034087742,0.2390636574295931,0.4231544513439015,0.2390636574295931,0.0708758200448207,117.65126353502274,1698.4802728295326,3656.83366805315,18393.73963868618
NMME ensemble mean,2007-05,2007-06,1,-0.079010009765625,0.6421912484476971,0.0398439317941665,-0.8561999166798602,0.8496504449062792,0.0516969396684875,0.1503495550937208,0.1637035051962248,0.2016776073832656,0.1637035051962248,0.0809985787321052,195.6195665001869,1922.5080870985985,1665.840367615223,20082.73682188988
NMME ensemble mean,2007-05,2007-07,2,-0.3571453094482422,0.6481677602998845,0.1321134567260742,-0.7515628250782351,0.8503648921533636,0.0773055448030281,0.1496351078466364,0.2896488851308857,0.2285527871840576,0.2896488851308857,0.0854294837183204,299.2117868065834,1951.1047436594963,1620.192209482193,19996.196103155613
NMME ensemble mean,2007-05,2007-08,3,-0.6356735229492188,0.6523155764309256,0.1027678251266479,-0.9248028898920302,0.8681234546126767,0.0601243689227296,0.1318765453873233,0.2571079105536779,0.2134747132631345,0.2571079105536779,0.0685143118185575,201.344683110714,1544.3350784778595,1603.1235060095787,20517.901575505733
NMME ensemble mean,2007-05,2007-09,4,-1.032480239868164,0.7416169651822903,0.3308289051055908,-0.5120713521123883,0.883420083910166,0.136136454233572,0.116579916089834,0.3473909708805945,0.1602942829410119,0.3473909708805945,0.077099480740092,438.4756575226784,1563.3287199139595,1219.0497280359268,20645.85073763132
NMME ensemble mean,2007-05,2007-10,5,-1.2368717193603516,0.5365686117846996,-0.0906427353620529,-0.8839238057925454,0.8667716628879016,0.0215229805642257,0.1332283371120983,0.3705280161232628,0.1233077352941584,0.3705280161232628,0.0707185379273079,69.9424518942833,1741.496827125549,1438.224571466446,20617.040992617607
